"数据日期","行情口径","证券代码","行情代码","股票名称","交易所","防守类别","行业范围","防守层级","低波动防守适配","收盘价元","涨跌额元","涨跌幅百分比","换手率百分比","总市值亿元","分层依据","防守逻辑","主要风险","交叉核验","行情时间","主行情来源","复核来源","筛选口径"
"2026-09-11","收盘","000591","SZ000591","太阳能","深圳证券交易所","必需公用服务","公用事业","一般防守","中等","4.37","0.01","0.23","1.49","170.64","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动","一致（收盘价/涨幅/换手/总市值）","20260911161442","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz000591","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","002039","SZ002039","黔源电力","深圳证券交易所","必需公用服务","公用事业","一般防守","中等","19.56","0.03","0.15","1.96","83.63","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz002039","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","605179","SH605179","一鸣食品","上海证券交易所","必选消费","食品饮料","一般防守","中等","25.92","0.26","1.01","4.04","103.94","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","食品、乳品和调味品具备重复消费特征，需求波动通常低于可选消费","消费疲弱、原料成本、渠道库存、品牌竞争及估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_spyl&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh605179","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","688277","SH688277","天智航","上海证券交易所","刚需医疗","医药生物","一般防守","中等","15.49","0.64","4.31","1.86","72.25","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh688277","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","301087","SZ301087","可孚医疗","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","52.77","1.07","2.07","1.87","124.48","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161433","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz301087","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","002099","SZ002099","海翔药业","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","5.29","0.08","1.54","1.61","85.63","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161436","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz002099","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","688712","SH688712","北芯生命","上海证券交易所","刚需医疗","医药生物","一般防守","中等","29.64","0.43","1.47","3.37","123.6","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh688712","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","688617","SH688617","惠泰医疗","上海证券交易所","刚需医疗","医药生物","一般防守","中等","242.85","2.95","1.23","2.55","343.7","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh688617","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","603205","SH603205","健尔康","上海证券交易所","刚需医疗","医药生物","一般防守","中等","22.32","0.27","1.22","3.86","34.82","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh603205","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","600529","SH600529","山东药玻","上海证券交易所","刚需医疗","医药生物","一般防守","中等","18.54","0.22","1.2","1.16","123.03","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh600529","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","000516","SZ000516","国际医学","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","4.35","0.05","1.16","1.62","97.39","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161442","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz000516","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","600976","SH600976","健民集团","上海证券交易所","刚需医疗","医药生物","一般防守","中等","27.08","0.22","0.82","1.17","41.54","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh600976","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","688271","SH688271","联影医疗","上海证券交易所","刚需医疗","医药生物","一般防守","中等","103.11","0.75","0.73","0.53","849.79","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh688271","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","300142","SZ300142","沃森生物","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","13.09","0.09","0.69","4.87","209.35","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161448","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz300142","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","688029","SH688029","南微医学","上海证券交易所","刚需医疗","医药生物","一般防守","中等","73.6","0.5","0.68","2.88","138.26","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh688029","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","000813","SZ000813","德展健康","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","3.38","0.02","0.59","2.49","70.88","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161448","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz000813","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","688331","SH688331","荣昌生物","上海证券交易所","刚需医疗","医药生物","一般防守","中等","114.72","0.65","0.57","1.39","647.57","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh688331","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","600436","SH600436","片仔癀","上海证券交易所","刚需医疗","医药生物","一般防守","中等","119.73","0.67","0.56","0.46","722.35","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh600436","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","603139","SH603139","康惠股份","上海证券交易所","刚需医疗","医药生物","一般防守","中等","39.13","0.17","0.44","3.17","41.66","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh603139","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","603351","SH603351","威尔药业","上海证券交易所","刚需医疗","医药生物","一般防守","中等","25.27","0.07","0.28","0.56","34.23","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh603351","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","300497","SZ300497","富祥股份","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","20.02","0.04","0.2","7.68","107.84","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161427","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz300497","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","301263","SZ301263","泰恩康","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","19.75","0.04","0.2","0.99","100.84","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161442","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz301263","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","000766","SZ000766","通化金马","深圳证券交易所","刚需医疗","医药生物","一般防守","中等","16.05","0.02","0.13","1.45","155.12","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","医疗需求受经济周期影响相对较小，但个股防守性取决于盈利和估值","集采降价、研发失败、产品集中、亏损和高估值回撤","一致（收盘价/涨幅/换手/总市值）","20260911161436","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_yysw&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz000766","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","301108","SZ301108","洁雅股份","深圳证券交易所","日常消费","个护用品","一般防守","中等","40.45","0.07","0.17","1.58","45.53","行业需求相对稳定，但公司规模、盈利稳定性或股价波动弱于核心标的","个人护理用品具有较高复购率，但小市值公司股价未必低波动","渠道竞争、营销费用、原材料价格及小市值波动","一致（收盘价/涨幅/换手/总市值）","20260911161433","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw2_770100&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz301108","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","605011","SH605011","杭州热电","上海证券交易所","必需公用服务","公用事业","仅行业属性","较低","19.03","1.73","10","4.21","76.14","所属行业有防守属性，但接近或达到涨停","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh605011","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","000993","SZ000993","闽东电力","深圳证券交易所","必需公用服务","公用事业","仅行业属性","较低","13.88","1.26","9.98","10.47","63.56","所属行业有防守属性，但接近或达到涨停、换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161448","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz000993","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","002218","SZ002218","拓日新能","深圳证券交易所","必需公用服务","公用事业","仅行业属性","较低","4.41","0.4","9.97","10.78","62.11","所属行业有防守属性，但接近或达到涨停、换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161442","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz002218","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","603693","SH603693","江苏新能","上海证券交易所","必需公用服务","公用事业","仅行业属性","较低","12.8","1.16","9.97","3.8","114.11","所属行业有防守属性，但接近或达到涨停","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh603693","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","600032","SH600032","浙江新能","上海证券交易所","必需公用服务","公用事业","仅行业属性","较低","7.44","0.39","5.53","3.58","178.91","所属行业有防守属性，但当日涨幅不低于5%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh600032","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","002617","SZ002617","露笑科技","深圳证券交易所","必需公用服务","公用事业","仅行业属性","较低","6.64","0.29","4.57","11.08","126.77","所属行业有防守属性，但换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161454","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz002617","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","000722","SZ000722","湖南发展","深圳证券交易所","必需公用服务","公用事业","仅行业属性","较低","15.21","0.47","3.19","19.8","97.31","所属行业有防守属性，但换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161433","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz000722","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","603105","SH603105","芯能科技","上海证券交易所","必需公用服务","公用事业","仅行业属性","较低","8.61","0.23","2.75","14.44","43.05","所属行业有防守属性，但换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh603105","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","605162","SH605162","新中港","上海证券交易所","必需公用服务","公用事业","仅行业属性","较低","10.85","0.2","1.88","9.86","48.05","所属行业有防守属性，但换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh605162","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","600310","SH600310","广西能源","上海证券交易所","必需公用服务","公用事业","仅行业属性","较低","4.9","0.08","1.66","11.91","71.82","所属行业有防守属性，但换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161500","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sh600310","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
"2026-09-11","收盘","300317","SZ300317","珈伟新能","深圳证券交易所","必需公用服务","公用事业","仅行业属性","较低","4.39","0.04","0.92","12.6","36.45","所属行业有防守属性，但换手率不低于8%","电力、燃气、供热等需求相对刚性，部分资产现金流和分红稳定","电价机制、燃料成本、来水来风、资本开支及新能源题材波动；当日交易特征偏进攻，不宜仅因行业标签视为低波动标的","一致（收盘价/涨幅/换手/总市值）","20260911161439","https://vip.stock.finance.sina.com.cn/quotes_service/api/json_v2.php/Market_Center.getHQNodeData?page=1&num=100&sort=changepercent&asc=0&node=sw_gysy&symbol=&_s_r_a=init","https://qt.gtimg.cn/q=sz300317","收盘涨幅>0；覆盖银行、公用事业、医药生物、食品饮料、通信服务、铁路公路和个护用品；剔除ST及退市标的；按规模与当日涨幅、换手分层"
